id,timing,priority,target,condition,cond_option,effect,effect_option
10856,none,-1,none,none,none,none,none
10857,none,-1,none,none,none,none,none
10858,on_after_attack,-1,pet,none,none,powerup,mat=1
10859,on_after_attack,-1,pet,none,none,add_buff,id=3118
10860,on_before_attack,-1,skill,buff,id=3118&own=true,set_skill,type=power&op=+&value=40
10861,on_after_attack,-1,pet,none,none,powerup,atk=1
10862,on_after_attack,-1,pet,none,none,add_buff,id=3119
10863,on_before_attack,-1,skill,buff,id=3119&own=true,set_skill,type=power&op=+&value=40
10864,on_after_attack,-1,skill,buff,id=3118&own=true,heal,add=me.pet.status.maxHp/6
10865,on_final_dmg_cal,900,skill,buff,id=3119&own=true,set_damage,op=+&value=60
10866,on_after_attack,-1,pet,none,none,add_buff,who=op&id=random[unhealthy]&value=50
10867,on_after_attack,-1,pet,none,none,add_buff,id=123
10868,on_after_attack,-1,pet,none,none,add_buff,who=op&id=114
10869,on_after_attack\on_after_attack,-1\-1,pet\pet,none\pet,none\type=status.hp&status.hp_op=<&status.hp_cmp=op.pet.status.hp,powerup\powerup,who=op&def=-1\who=op&mdf=-1
10870,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,heal\add_buff,add=me.pet.status.maxHp/4\who=op&id=116&turn=1
10871,on_after_attack,-1,pet,none,none,add_buff,id=52
10872,on_after_attack,-1,pet,none,none,add_buff,who=op&id=3120&value=op.pet.status.maxHp/3&turn=2
10873,on_after_attack,-1,pet,none,is_hit=all,heal,add=me.pet.status.initMdf/4
10874,on_turn_end,900,skill,none,is_hit=all,set_damage,who=op&type=buff&op=+&value=me.pet.status.initAtk/6
10875,on_after_attack,-1,pet,none,is_hit=all,add_buff,id=16&turn=1
10876,on_after_attack,-1,pet,none,is_hit=all,add_buff,who=op&id=1004&value=50&turn=3
10877,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,id=13&turn=3\id=16&turn=3
10878,on_turn_ready\on_after_attack,-100\1000,pet\pet,none\none,none\whos_turn=op&whos_attack=op,remove_buff\remove_buff,type=abnormal\type=abnormal
10879,on_after_attack,-1,pet,none,is_hit=all,rage,add=30
10880,on_after_attack,-1,pet,none,none,powerup,atk=1&mdf=1
10881,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,id=3121&value=1\id=3122&value=1
10882,on_after_attack,-1,pet,none,is_hit=all,remove_buff,id=2/4/6/8/10
10883,on_after_attack,-1,pet,status,is_hit=all&who=op&status_type=hp&op=<&cmp_value=95,heal,who=op&set=0
10884,on_after_attack,-1,pet,none,none,add_buff,id=3123&turn=5
10885,on_after_attack,-1,pet,none,none,powerup,spd=1
10886,on_after_attack,-1,pet,none,none,add_buff,id=3124
10887,on_final_dmg_cal,900,skill,buff,id=3124&own=true,set_damage,op=+&value=40
10888,on_after_attack,-1,pet,none,random_cmp=30&weather_op=NOT&weather=10|random_cmp=60&weather=10,add_buff,who=op&id=113
10889,on_after_attack,-1,pet,none,random_cmp=50,powerup,spd=1
10890,on_before_attack,-1,skill,unit,type=state.me.order&type[0].cmp=1,set_skill,type=power&op=+&value=60
10891,on_after_attack,-1,pet,unit,whos_turn=op&whos_attack=op&type=state.me.order/op.skill.type&type[0].cmp=1&type[1].op=>&type[1].cmp=0,powerup,who=op&atk=-1&mat=-1
10892,on_after_attack,-1,pet,none,random_cmp=50,add_buff,who=op&id=1001
10893,none,-1,none,none,none,none,none
10894,none,-1,none,none,none,none,none
10895,on_after_attack,-1,pet,none,none,add_buff,id=95&value=2&turn=5
10896,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\weather=10,powerup\powerup,mat=1\random=true&random_pdf=uniform&def=1&mdf=1
10897,on_after_attack,-1,pet,none,none,remove_buff,who=op&id=1/3/5/7/9
10898,on_turn_ready,-1,skill,none,none,set_skill,type=effect&op=SET&value=10886/10889/10890/10892/10897&random_count=2
10899,on_after_attack\on_after_attack,-1\0,pet\pet,none\none,none\none,add_buff\heal,id=3125\add=-me.pet.status.maxHp/2
10900,none,-1,none,none,none,none,none
10901,on_after_attack,-1,pet,none,none,powerup,def=1
10902,on_after_attack,-1,pet,none,none,add_buff,id=3126
10903,on_after_attack,-1,pet,pet,type=stayTurn&stayTurn_op=GTE&stayTurn_cmp=3,add_buff,who=op&id=1004&value=30&turn=3
10904,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,id=3127&value=1\id=31&value=80
10905,on_after_attack,-1,pet,none,none,remove_buff,id=2/4/6/8/10
10906,on_after_attack\on_after_attack,-1\0,pet\pet,none\none,none\none,heal\remove_buff,add=80*me.pet.buff[3127].value+80\id=3127
10907,on_before_attack,-1,skill,none,none,set_skill,type=combo&op=SET&value=me.pet.stayTurn[MIN]6
10908,on_after_attack,-1,pet,none,none,add_buff,who=op&id=109
10909,on_before_attack,-1,pet,pet,who=op&type=element&element_cmp=3|who=op&type=element&element_cmp=9|who=op&type=subElement&subElement_cmp=3|who=op&type=subElement&subElement_cmp=9,set_skill,type=power&op=*&value=2
10910,on_after_attack,-1,pet,none,none,add_buff,id=14&turn=5
10911,on_after_attack,-1,pet,buff,who=op&id=109&own=true,add_buff,who=op&id=1001
10912,on_after_attack,-1,pet,none,none,powerup,def=1&mdf=1
10913,on_after_attack,-1,pet,pet,type=stayTurn&stayTurn_op=GTE&stayTurn_cmp=9,add_buff,id=3128
10914,on_before_attack\on_after_attack,-1\-1,skill\pet,none\none,none\random_cmp=30,set_skill\add_buff,type=combo&op=SET&value=3\who=op&id=random[1000|1002|1014]
10915,none,-1,none,none,none,none,none
10916,on_after_attack,-1,pet,none,none,add_buff,id=3129
10917,on_before_attack,-1,skill,pet,type=height&height_op=>&height_cmp=op.pet.height,set_skill,type=power&op=*&value=2
10918,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=op.pet.height/2
10919,on_after_attack,-1000,pet,pet,who=op&type=dead&dead_cmp=1,powerup,spd=1
10920,on_after_attack,-1,pet,none,none,add_buff,id=3130
10921,on_before_attack,-1,skill,pet,type=height&height_op=<&height_cmp=op.pet.height,set_skill,type=power&op=*&value=2
10922,on_before_attack,-1,skill,pet,type=height&height_op=GTE&height_cmp=100,set_skill,type=accuracy&op=+&value=1000
10923,on_before_attack,-1,skill,unit,type=state.me.order&type[0].cmp=2,set_skill,type=critical&op=+&value=50
10924,on_after_attack,-1,pet,none,none,powerup,mat=1
10925,on_before_attack,-1,skill,pet,type=height&height_op=>&height_cmp=op.pet.height,set_skill,type=combo&op=SET&value=3
10926,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=op.pet.height
10927,on_before_attack,-1,skill,pet,type=height&height_op=<&height_cmp=op.pet.height,set_skill,type=combo&op=SET&value=3
10928,on_before_attack,-1,skill,pet,type=height&height_op=GTE&height_cmp=100,set_skill,type=accuracy&op=+&value=1000
10929,on_dmg_cal\on_after_attack\on_after_attack,100\-1\0,pet\pet\pet,none\buff\buff,none\who=op&id=3000&type=value&value_op=>&value_cmp=1\who=op&id=3000&own=true,set_skill\add_status\set_buff,type=def&op=*&value=0.6\who=op&type=4&add=25\who=op&id=3000&type=value&op=-&value=1
10930,on_before_attack,-1,skill,none,none,set_skill,type=power&op=+&value=op.pet.status.anger
10931,on_after_attack\on_after_attack,-1\0,pet_bag\pet,none\none,none\none,powerup\remove_buff,target_type=index_other&atk=me.pet.powerup.atk&mat=me.pet.powerup.mat&def=me.pet.powerup.def&mdf=me.pet.powerup.mdf&spd=me.pet.powerup.spd\id=1/3/5/7/9
10932,on_after_attack,-1,pet,none,none,powerup,mat=1&spd=1
10933,on_after_attack,-1,pet,none,none,add_buff,id=14&turn=5
10934,on_after_attack\on_after_attack\on_after_attack,-1\-1\-1,pet\pet\pet,none\none\none,none\none\none,add_buff\add_buff\add_buff,who=op&id=1001\who=op&id=1011\who=op&id=120&turn=2
10935,on_after_attack,-1,pet,none,none,add_buff,id=3131&turn=2
10936,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,heal\rage,add=-me.pet.status.hp*1/6\add=35
10937,on_after_attack,-1,pet,none,random_cmp=50,powerup,spd=1
10938,on_after_attack,-1,pet,skill,type=damage&damage_op=<&damage_cmp=200,powerup,who=op&def=-1
10939,on_before_attack\on_after_attack,-1\-1,skill\pet,buff\buff,id=3019&own=true\id=3019&own=true,set_skill\set_buff,type=critical&op=+&value=1000\id=3019&type=value&op=-&value=1
10940,on_after_attack,-1,pet,none,none,add_buff,id=3038&turn=5
10941,on_after_attack\on_turn_ready,-1\-1,pet\pet,none\none,none\none,powerup\add_buff,who=op&def=-1&mdf=-1\who=op&id=120&turn=1
10942,on_after_attack\on_after_attack,-1\0,pet_bag\pet,none\none,none\none,heal\heal,target_type=index_other&add=me.pet.status.hp/2\add=-me.pet.status.hp/2
10943,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=me.pet.status.maxHp/6
10944,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,id=16&turn=5\id=31&value=100
10945,on_after_attack\on_after_dmg_cal,-1\-1,pet\skill,none\buff,none\who=op&id=1000,add_buff\set_damage,who=op&id=1006&turn=1\op=*&value=3/2
10946,on_after_attack,-1,pet,none,none,add_buff,who=op&id=1000
10947,on_after_attack,-1,pet,none,none,add_buff,repeat=2&who=op&id=3000&value=1
10948,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,is_hit=true\is_hit=false,add_buff\add_buff,who=op&id=1001\who=op&id=1011
10949,on_after_dmg_cal,-1,skill,none,weather=3,set_damage,op=*&value=2
10950,on_final_dmg_cal\on_after_attack,100\-1,skill\pet,none\none,none\none,set_damage\add_buff,op=[MAX]&value=100\who=op&id=57&turn=2
10951,on_before_attack,-1,skill,status,status_type=hp&op=<&cmp_value=1/4,set_skill,type=power&op=*&value=4
10952,on_before_attack,-1,skill,none,none,set_skill,type=combo&op=SET&value=random[4~6]
10953,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\rage,who=op&id=3020&turn=-1\who=op&add=-20
10954,on_before_attack,-1,skill,status,status_type=hp&op=<&cmp_value=1/4,set_skill,type=power&op=*&value=2
10955,on_after_attack,-1,pet,none,none,set_buff,who=op&id=3002&type=turn&op=SET&value=1
10956,on_after_attack,-1,pet,none,none,powerup,atk=1
10957,on_after_attack,-1,pet,none,none,add_buff,id=3132&turn=3+me.pet.buff[200039].value
10958,on_after_attack,-1,pet,none,random_cmp=10,add_buff,who=op&id=1001
10959,on_after_attack,-1,pet,none,random_cmp=20,add_buff,who=op&id=1001
10960,on_after_attack,-1,pet,none,none,powerup,spd=1
10961,on_before_attack,-1,skill,unit,type=state.me.order&type[0].cmp=1,set_skill,type=power&op=*&value=2
10962,on_before_attack,-1,skill,none,none,set_skill,type=combo&op=SET&value=random[2~3]
10963,on_after_attack,-1,pet,none,random_cmp=70,add_buff,who=op&id=1001
10964,none,-1,none,none,none,none,none
10965,on_after_dmg_cal,-1,skill,pet,type=stayTurn&stayTurn=1,set_damage,op=*&value=2
10966,on_after_attack,-1,pet,none,none,add_buff,who=op&id=1013&value=30&turn=5
10967,on_after_attack,-1,pet,buff,id=3132&own=true,set_buff,id=3132&type=turn&op=SET&value=me.pet.buff[3132].turn+2[MIN]5
10968,on_after_attack,-1,pet,none,random_cmp=70,add_buff,who=op&id=1011
10969,none,-1,none,none,none,none,none
10970,on_after_attack,-1,pet,none,none,powerup,mat=1
10971,on_after_attack,-1,pet,none,none,add_buff,id=3133&turn=5
10972,on_before_attack,-1,skill,none,none,set_skill,type=power&op=+&value=me.pet.status.anger/2
10973,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=me.pet.status.anger
10974,on_after_attack,-1,pet,none,none,rage,add=me.skill.damage/4
10975,on_after_attack\on_after_attack\on_after_attack,-1\0\1,pet\pet\pet,pet\pet\pet,who=op&type=status.anger&status.anger_op=GTE&status.anger_cmp=40\who=op&type=status.anger&status.anger_op=GTE&status.anger_cmp=40\who=op&type=status.anger&status.anger_op=GTE&status.anger_cmp=40,heal\rage\rage,add=me.pet.status.maxHp/4\add=20\who=op&add=-20
10976,on_after_attack,-1,pet,none,none,powerup,mdf=1
10977,none,-1,none,none,none,none,none
10978,none,-1,none,none,none,none,none
10979,on_after_attack,-1,pet,none,none,powerup,def=1&mdf=1
10980,on_after_attack,-1,pet,none,random_cmp=50,rage,add=35
10981,on_before_attack,-1,skill,buff,id=3133&own=true,set_skill,type=critical&op=+&value=me.pet.status.anger/2
10982,on_before_attack,-1,skill,buff,random_cmp=me.pet.status.anger&id=3133&own=true,set_skill,type=combo&op=+&value=1
10983,on_after_attack,-1,pet,none,random_cmp=50,rage,add=100
10984,on_before_attack,-1,skill,none,none,set_skill,type=power&op=+&value=me.pet.status.anger
10985,on_after_attack,-1,pet,none,none,add_buff,id=3134&value=3
10986,on_before_attack\on_after_attack,-1\-1,skill\pet,buff\buff,id=3134\id=3134,set_skill\remove_buff,type=power&op=+&value=me.pet.buff[3134].value*10\id=3134
10987,on_after_attack,-1,pet,none,none,add_buff,id=3134&value=2
10988,on_before_attack\on_after_attack,-1\-1,skill\pet,buff\buff,id=3134\id=3134,set_skill\remove_buff,type=power&op=+&value=me.pet.buff[3134].value*15\id=3134
10989,none,-1,none,none,none,none,none
10990,on_after_attack,-1,pet,none,none,add_buff,id=3134&value=1
10991,on_before_attack\on_after_attack,-1\-1,skill\pet,buff\buff,id=3134\id=3134,set_skill\remove_buff,type=power&op=+&value=me.pet.buff[3134].value*20\id=3134
10992,on_after_attack,-1,pet,none,none,powerup,random=true&random_pdf=uniform&atk=1&mat=1
10993,none,-1,none,none,none,none,none
10994,on_after_attack,-1,pet,none,none,powerup,atk=1&mat=1
10995,none,-1,none,none,none,none,none
10996,on_after_attack,-1,pet,none,none,add_buff,id=37
